Accepted Symbol,Synonym Symbol,Scientific Name,Hybrid Genus Indicator,Genus,Hybrid Species Indicator,Species,Subspecies Prefix,Hybrid Subspecies Indicator,Subspecies,Variety Prefix,Hybrid Variety Indicator,Variety,Subvariety Prefix,Subvariety,Forma Prefix,Forma,Genera/Binomial Author,Trinomial Author,Quadranomial Author,Questionable Taxon Indicator,Parents,Genus,Family,Family Symbol,Kingdom
ACBR5,NABR2,Nassella brachychaeta,,Nassella,,brachychaeta,,,,,,,,,,,(Godr.) Barkworth,,,,,Nassella,,,
ACBR5,STBR3,Stipa brachychaeta,,Stipa,,brachychaeta,,,,,,,,,,,Godr.,,,,,Stipa,,,
ACBR6,,Achnatherum bromoides,,Achnatherum,,bromoides,,,,,,,,,,,(L.) P. Beauv.,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACBR6,STAR14,Stipa aristella,,Stipa,,aristella,,,,,,,,,,,L.,,,,,Stipa,,,
ACBR6,STBR8,Stipa bromoides,,Stipa,,bromoides,,,,,,,,,,,(L.) Dorfl.,,,,,Stipa,,,
ACCA30,,Achnatherum calamagrostis,,Achnatherum,,calamagrostis,,,,,,,,,,,(L.) P. Beauv.,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACCA34,,Achnatherum capense,,Achnatherum,,capense,,,,,,,,,,,(Thunb.) P. Beauv.,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACCA34,STCA25,Stipa capensis,,Stipa,,capensis,,,,,,,,,,,Thunb.,,,,,Stipa,,,
ACCA34,STTO8,Stipa tortilis,,Stipa,,tortilis,,,,,,,,,,,Desf.,,,,,Stipa,,,
ACCA36,,Achnatherum caragana,,Achnatherum,,caragana,,,,,,,,,,,(Trin.) Nevski,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACCA36,LACA13,Lasiagrostis caragana,,Lasiagrostis,,caragana,,,,,,,,,,,(Trin.) Trin. & Rupr.,,,,,Lasiagrostis,,,
ACCA36,STCA27,Stipa caragana,,Stipa,,caragana,,,,,,,,,,,Trin.,,,,,Stipa,,,
ACCA31,,Achnatherum caudatum,,Achnatherum,,caudatum,,,,,,,,,,,(Trin.) S.L.W. Jacobs & J. Everett,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACCA31,STLI4,Stipa littoralis,,Stipa,,littoralis,,,,,,,,,,,Phil.,,,,,Stipa,,,
ACCL7,,Achnatherum clandestinum,,Achnatherum,,clandestinum,,,,,,,,,,,(Hack.) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACCL7,STCL5,Stipa clandestina,,Stipa,,clandestina,,,,,,,,,,,Hack.,,,,,Stipa,,,
ACCO22,,Achnatherum contractum,,Achnatherum,,contractum,,,,,,,,,,,(B.L. Johnson) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACCO22,ORCO3,Oryzopsis contracta,,Oryzopsis,,contracta,,,,,,,,,,,(B.L. Johnson) Schltr.,,,,,Oryzopsis,,,
ACCO22,ORHYC,Oryzopsis hymenoides var. contracta,,Oryzopsis,,hymenoides,,,,var.,,contracta,,,,,(Roem. & Schult.) Ricker ex Piper,B.L. Johnson,,,,Oryzopsis,,,
ACCO22,STCO11,Stipa contracta,,Stipa,,contracta,,,,,,,,,,,(B.L. Johnson) W.A. Weber,,,,,Stipa,,,
ACCO21,,Achnatherum coronatum,,Achnatherum,,coronatum,,,,,,,,,,,(Thurb.) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACCO21,STCO5,Stipa coronata,,Stipa,,coronata,,,,,,,,,,,Thurb.,,,,,Stipa,,,
ACCU6,,Achnatherum curvifolium,,Achnatherum,,curvifolium,,,,,,,,,,,(Swallen) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACCU6,STCU2,Stipa curvifolia,,Stipa,,curvifolia,,,,,,,,,,,Swallen,,,,,Stipa,,,
ACDI10,,Achnatherum diegoense,,Achnatherum,,diegoense,,,,,,,,,,,(Swallen) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACDI10,STDI,Stipa diegoensis,,Stipa,,diegoensis,,,,,,,,,,,Swallen,,,,,Stipa,,,
ACEM4,,Achnatherum eminens,,Achnatherum,,eminens,,,,,,,,,,,(Cav.) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACEM4,STEM2,Stipa eminens,,Stipa,,eminens,,,,,,,,,,,Cav.,,,,,Stipa,,,
ACHE10,,Achnatherum hendersonii,,Achnatherum,,hendersonii,,,,,,,,,,,(Vasey) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACHE10,ORHE,Oryzopsis hendersonii,,Oryzopsis,,hendersonii,,,,,,,,,,,Vasey,,,,,Oryzopsis,,,
ACHE10,STHE5,Stipa hendersonii,,Stipa,,hendersonii,,,,,,,,,,,(Vasey) Muhl.,,,,,Stipa,,,
ACHY,,Achnatherum hymenoides,,Achnatherum,,hymenoides,,,,,,,,,,,(Roem. & Schult.) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACHY,ERCU9,Eriocoma cuspidata,,Eriocoma,,cuspidata,,,,,,,,,,,Nutt.,,,,,Eriocoma,,,
ACHY,ORHY,Oryzopsis hymenoides,,Oryzopsis,,hymenoides,,,,,,,,,,,(Roem. & Schult.) Ricker ex Piper,,,,,Oryzopsis,,,
ACHY,STHY6,Stipa hymenoides,,Stipa,,hymenoides,,,,,,,,,,,Roem. & Schult.,,,,,Stipa,,,
ACLA8,,Achnatherum latiglume,,Achnatherum,,latiglume,,,,,,,,,,,(Swallen) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACLA8,STLA2,Stipa latiglumis,,Stipa,,latiglumis,,,,,,,,,,,Swallen,,,,,Stipa,,,
ACLE8,,Achnatherum lemmonii,,Achnatherum,,lemmonii,,,,,,,,,,,(Vasey) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACLEL,,Achnatherum lemmonii var. lemmonii,,Achnatherum,,lemmonii,,,,var.,,lemmonii,,,,,(Vasey) Barkworth,(Vasey) Barkworth,,,,Achnatherum,Poaceae,POACEA,Plantae
ACLEL,ACLEL2,Achnatherum lemmonii ssp. lemmonii,,Achnatherum,,lemmonii,ssp.,,lemmonii,,,,,,,,(Vasey) Barkworth,(Vasey) Barkworth,,,,Achnatherum,,,
ACLEL,STLE2,Stipa lemmonii,,Stipa,,lemmonii,,,,,,,,,,,(Vasey) Scribn.,,,,,Stipa,,,
ACLEL,STLEJ,Stipa lemmonii var. jonesii,,Stipa,,lemmonii,,,,var.,,jonesii,,,,,(Vasey) Scribn.,Scribn.,,,,Stipa,,,
ACLEL,STLEL,Stipa lemmonii var. lemmonii,,Stipa,,lemmonii,,,,var.,,lemmonii,,,,,(Vasey) Scribn.,(Vasey) Scribn.,,,,Stipa,,,
ACLEP,,Achnatherum lemmonii var. pubescens,,Achnatherum,,lemmonii,,,,var.,,pubescens,,,,,(Vasey) Barkworth,(Crampton) Barkworth,,,,Achnatherum,Poaceae,POACEA,Plantae
ACLEP,ACLEP2,Achnatherum lemmonii ssp. pubescens,,Achnatherum,,lemmonii,ssp.,,pubescens,,,,,,,,(Vasey) Barkworth,(Crampton) Barkworth,,,,Achnatherum,,,
ACLEP,STLEP,Stipa lemmonii var. pubescens,,Stipa,,lemmonii,,,,var.,,pubescens,,,,,(Vasey) Scribn.,Crampton,,,,Stipa,,,
ACLE9,,Achnatherum lettermanii,,Achnatherum,,lettermanii,,,,,,,,,,,(Vasey) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACLE9,STLE4,Stipa lettermanii,,Stipa,,lettermanii,,,,,,,,,,,Vasey,,,,,Stipa,,,
ACLO7,,Achnatherum lobatum,,Achnatherum,,lobatum,,,,,,,,,,,(Swallen) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACLO7,STLO3,Stipa lobata,,Stipa,,lobata,,,,,,,,,,,Swallen,,,,,Stipa,,,
ACNE9,,Achnatherum nelsonii,,Achnatherum,,nelsonii,,,,,,,,,,,(Scribn.) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACNED,,Achnatherum nelsonii ssp. dorei,,Achnatherum,,nelsonii,ssp.,,dorei,,,,,,,,(Scribn.) Barkworth,(Barkworth & Maze) Barkworth,,,,Achnatherum,Poaceae,POACEA,Plantae
ACNED,ACNED2,Achnatherum nelsonii var. dorei,,Achnatherum,,nelsonii,,,,var.,,dorei,,,,,(Scribn.) Barkworth,(Barkworth & Maze) Dorn,,,,Achnatherum,,,
ACNED,STCO3,Stipa columbiana,,Stipa,,columbiana,,,,,,,,,,,"Macoun, nom. utique rej.",,,,,Stipa,,,
ACNED,STMI6,Stipa minor,,Stipa,,minor,,,,,,,,,,,(Vasey) Scribn.,,,,,Stipa,,,
ACNED,STNED,Stipa nelsonii ssp. dorei,,Stipa,,nelsonii,ssp.,,dorei,,,,,,,,Scribn.,Barkworth & Maze,,,,Stipa,,,
ACNED,STNED2,Stipa nelsonii var. dorei,,Stipa,,nelsonii,,,,var.,,dorei,,,,,Scribn.,(Barkworth & Maze) Dorn,,,,Stipa,,,
ACNED,STOCM,Stipa occidentalis var. minor,,Stipa,,occidentalis,,,,var.,,minor,,,,,Thurb.,"sensu C.L. Hitchc., non (Vasey) C.L. Hitchc.",,,,Stipa,,,
ACNEN2,,Achnatherum nelsonii ssp. nelsonii,,Achnatherum,,nelsonii,ssp.,,nelsonii,,,,,,,,(Scribn.) Barkworth,(Scribn.) Barkworth,,,,Achnatherum,Poaceae,POACEA,Plantae
ACNEN2,STCON2,Stipa columbiana var. nelsonii,,Stipa,,columbiana,,,,var.,,nelsonii,,,,,Macoun,(Scribn.) H. St. John,,,,Stipa,,,
ACNEN2,STNE3,Stipa nelsonii,,Stipa,,nelsonii,,,,,,,,,,,Scribn.,,,,,Stipa,,,
ACNEN2,STOCN,Stipa occidentalis var. nelsonii,,Stipa,,occidentalis,,,,var.,,nelsonii,,,,,Thurb.,(Scribn.) C.L. Hitchc.,,,,Stipa,,,
ACNEN2,STWI,Stipa williamsii,,Stipa,,williamsii,,,,,,,,,,,Scribn.,,,,,Stipa,,,
ACNE10,,Achnatherum nevadense,,Achnatherum,,nevadense,,,,,,,,,,,(B.L. Johnson) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACNE10,STNE4,Stipa nevadensis,,Stipa,,nevadensis,,,,,,,,,,,B.L. Johnson,,,,,Stipa,,,
ACOC3,,Achnatherum occidentale,,Achnatherum,,occidentale,,,,,,,,,,,(Thurb.) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACOCC,,Achnatherum occidentale ssp. californicum,,Achnatherum,,occidentale,ssp.,,californicum,,,,,,,,(Thurb.) Barkworth,(Merr. & Burtt Davy) Barkworth,,,,Achnatherum,Poaceae,POACEA,Plantae
ACOCC,ACNEL2,Achnatherum nelsonii ssp. longiaristatum,,Achnatherum,,nelsonii,ssp.,,longiaristatum,,,,,,,,(Scribn.) Barkworth,(Barkworth & Maze) Barkworth,,,,Achnatherum,,,
ACOCC,STCA2,Stipa californica,,Stipa,,californica,,,,,,,,,,,Merr. & Burtt Davy,,,,,Stipa,,,
ACOCC,STNEL3,Stipa nelsonii var. longiaristata,,Stipa,,nelsonii,,,,var.,,longiaristata,,,,,Scribn.,Barkworth & Maze,,,,Stipa,,,
ACOCC,STOCC,Stipa occidentalis var. californica,,Stipa,,occidentalis,,,,var.,,californica,,,,,Thurb.,(Merr. & Burtt Davy) C.L. Hitchc.,,,,Stipa,,,
ACOCO,,Achnatherum occidentale ssp. occidentale,,Achnatherum,,occidentale,ssp.,,occidentale,,,,,,,,(Thurb.) Barkworth,(Thurb.) Barkworth,,,,Achnatherum,Poaceae,POACEA,Plantae
ACOCO,STOC2,Stipa occidentalis,,Stipa,,occidentalis,,,,,,,,,,,Thurb.,,,,,Stipa,,,
ACOCP,,Achnatherum occidentale ssp. pubescens,,Achnatherum,,occidentale,ssp.,,pubescens,,,,,,,,(Thurb.) Barkworth,(Vasey) Barkworth,,,,Achnatherum,Poaceae,POACEA,Plantae
ACOCP,STEL2,Stipa elmeri,,Stipa,,elmeri,,,,,,,,,,,Piper & Brodie ex Scribn.,,,,,Stipa,,,
ACOCP,STOCP,Stipa occidentalis var. pubescens,,Stipa,,occidentalis,,,,var.,,pubescens,,,,,Thurb.,"(Vasey) Maze, Roy L. Taylor & MacBryde",,,,Stipa,,,
ACPA13,,Achnatherum parishii,,Achnatherum,,parishii,,,,,,,,,,,(Vasey) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACPAD,,Achnatherum parishii var. depauperatum,,Achnatherum,,parishii,,,,var.,,depauperatum,,,,,(Vasey) Barkworth,(M.E. Jones) Barkworth,,,,Achnatherum,Poaceae,POACEA,Plantae
ACPAD,STCOD,Stipa coronata var. depauperata,,Stipa,,coronata,,,,var.,,depauperata,,,,,Thurb.,(M.E. Jones) Hitchc.,,,,Stipa,,,
ACPAP,,Achnatherum parishii var. parishii,,Achnatherum,,parishii,,,,var.,,parishii,,,,,(Vasey) Barkworth,(Vasey) Barkworth,,,,Achnatherum,Poaceae,POACEA,Plantae
ACPAP,STCOP2,Stipa coronata var. parishii,,Stipa,,coronata,,,,var.,,parishii,,,,,Thurb.,(Vasey) Hitchc.,,,,Stipa,,,
ACPAP,STPA17,Stipa parishii,,Stipa,,parishii,,,,,,,,,,,Vasey,,,,,Stipa,,,
ACPE12,,Achnatherum pekinense,,Achnatherum,,pekinense,,,,,,,,,,,(Hance) Ohwi,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACPE13,,Achnatherum perplexum,,Achnatherum,,perplexum,,,,,,,,,,,Hoge & Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACPE13,STPE10,Stipa perplexa,,Stipa,,perplexa,,,,,,,,,,,(Hoge & Barkworth) Wipff & S.D. Jones,,,,,Stipa,,,
ACPI2,,Achnatherum pinetorum,,Achnatherum,,pinetorum,,,,,,,,,,,(M.E. Jones) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACPI2,STPI2,Stipa pinetorum,,Stipa,,pinetorum,,,,,,,,,,,M.E. Jones,,,,,Stipa,,,
ACRI8,,Achnatherum richardsonii,,Achnatherum,,richardsonii,,,,,,,,,,,(Link) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACRI8,STRI2,Stipa richardsonii,,Stipa,,richardsonii,,,,,,,,,,,Link,,,,,Stipa,,,
ACRO7,,Achnatherum robustum,,Achnatherum,,robustum,,,,,,,,,,,(Vasey) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACRO7,STRO3,Stipa robusta,,Stipa,,robusta,,,,,,,,,,,(Vasey) Scribn.,,,,,Stipa,,,
ACRO7,STVA4,Stipa vaseyi,,Stipa,,vaseyi,,,,,,,,,,,Scribn.,,,,,Stipa,,,
ACSC11,,Achnatherum scribneri,,Achnatherum,,scribneri,,,,,,,,,,,(Vasey) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACSC11,STSC2,Stipa scribneri,,Stipa,,scribneri,,,,,,,,,,,Vasey,,,,,Stipa,,,
ACSP12,,Achnatherum speciosum,,Achnatherum,,speciosum,,,,,,,,,,,(Trin. & Rupr.) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACSP12,STSP3,Stipa speciosa,,Stipa,,speciosa,,,,,,,,,,,Trin. & Rupr.,,,,,Stipa,,,
ACSP8,,Achnatherum splendens,,Achnatherum,,splendens,,,,,,,,,,,(Trin.) Nevski,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACSP8,STSP12,Stipa splendens,,Stipa,,splendens,,,,,,,,,,,Trin.,,,,,Stipa,,,
ACST7,,Achnatherum stillmanii,,Achnatherum,,stillmanii,,,,,,,,,,,(Bol.) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACST7,STST2,Stipa stillmanii,,Stipa,,stillmanii,,,,,,,,,,,Bol.,,,,,Stipa,,,
ACSW3,,Achnatherum swallenii,,Achnatherum,,swallenii,,,,,,,,,,,(C.L. Hitchc. & Spellenb.) Barkworth,,,,,Achnatherum,Poaceae,POACEA,Plantae
ACSW3,ORSW,Oryzopsis swallenii,,Oryzopsis,,swallenii,,,,,,,,,,,C.L. Hitchc. & Spellenb.,,,,,Oryzopsis,,,
